Date;Solar_Irradiance;Temperature;Humidity;Wind_Speed;Precipitation;Sunlight_Hours;Solar_Energy
20200101;4,87;18,87;85,65;1,02;1,67;6,09;19,96
20200102;6,01;19,03;84,94;1,18;0,95;7,51;24,6
20200103;6,18;19,09;77,95;1,11;0,13;7,73;25,32
20200104;6,34;18,6;79,6;1,42;0;7,93;26,02
20200105;6,23;18,42;86,14;1,7;0;7,79;25,58
20200106;6,07;18,8;85,41;1,43;0;7,59;24,88
20200107;6,39;18,91;77,86;1,27;0;7,99;26,2
20200108;6,22;17,81;72,74;1,4;0;7,77;25,59
20200109;6,56;18,09;74,42;1,74;0;8,2;26,98
20200110;6,76;16,7;72,36;2,72;0;8,45;27,93
20200111;5,61;17,68;74,01;1,85;0;7,01;23,09
20200112;5,25;18,63;76,33;1,64;0;6,57;21,55
20200113;6,38;19,32;75,33;1,7;0;7,97;26,1
20200114;5,18;19,32;75,45;1,37;0;6,47;21,19
20200115;5,49;19,32;76,57;1,42;0;6,87;22,47
20200116;4,24;19,57;74,93;2,12;1;5,3;17,33
20200117;4,05;19,9;75,06;2,99;2,72;5,06;16,52
20200118;4,91;20,24;73,72;2,34;0,52;6,14;20,01
20200119;4,73;20,84;75,52;1,93;1,57;5,91;19,22
20200120;3,82;19,4;83,65;0,77;0,94;4,78;15,63
20200121;3,34;18,68;86,75;0,9;2,92;4,18;13,72
20200122;3,32;17,85;86,16;1,37;0,92;4,15;13,67
20200123;5,01;18,35;83,55;1,6;0,04;6,26;20,57
20200124;4,04;18,07;84,76;1,1;0,69;5,05;16,62
20200125;4,81;18,65;85,63;0,75;2,78;6,02;19,74
20200126;4,6;19,47;81,07;0,91;3,11;5,74;18,79
20200127;5,16;18,67;88,55;1,06;2,56;6,44;21,14
20200128;5,29;18,51;84,51;1,29;0,59;6,61;21,7
20200129;5,84;18,78;82,71;1,33;0,34;7,3;23,95
20200130;5,3;19,49;75,61;1,38;0,06;6,62;21,65
20200131;4,94;19,23;73,25;1,79;0;6,17;20,21
20200201;4,32;20,38;77,07;0,78;1,03;5,4;17,6
20200202;5;20,2;76,48;0,76;1,02;6,25;20,39
20200203;5,96;19,12;73,95;1,85;0,02;7,45;24,4
20200204;6,44;17,96;67,71;1,89;0;8,05;26,48
20200205;7,15;17,87;62,57;1,57;0;8,94;29,43
20200206;7,1;17,66;66,47;1,74;0;8,88;29,24
20200207;6,3;18,63;65,5;1,15;0;7,87;25,83
20200208;5,18;18,63;80,12;1,28;6,22;6,47;21,23
20200209;5,91;18,86;82,33;1,22;36,81;7,39;24,24
20200210;6,89;18,65;71,53;2,39;1,89;8,62;28,27
20200211;7,12;17,91;69,91;2,34;0;8,91;29,31
20200212;6,84;18,94;72,96;1,78;0;8,56;28,04
20200213;6,14;20,16;74,58;1,09;0,12;7,67;25,02
20200214;4,62;20;78,78;1;1,29;5,78;18,86
20200215;4,83;19,48;73,27;2,06;0,61;6,04;19,74
20200216;5,84;19,11;71,58;1,94;0,41;7,3;23,92
20200217;5,88;19,26;72,19;2,63;0,19;7,35;24,05
20200218;6,44;20,57;72,22;2,29;0;8,05;26,22
20200219;4,47;21,17;76,35;0,93;0,35;5,58;18,13
20200220;4,51;20,8;74,91;1,07;0,54;5,64;18,34
20200221;4,95;19,55;82,79;0,92;8,87;6,19;20,25
20200222;3,54;19,49;86,02;0,77;4,54;4,43;14,48
20200223;3,4;19,78;84,35;0,81;29,72;4,25;13,88
20200224;3,17;18,99;89,67;0,64;19,79;3,96;12,99
20200225;4,77;19,27;87,87;0,55;8,07;5,96;19,52
20200226;4,03;18,14;89,78;1;3,69;5,04;16,58
20200227;5,46;18,59;85,6;1,05;0,43;6,82;22,4
20200228;4,92;19,57;81,7;1,11;0,17;6,15;20,11
20200229;4,68;20;78,11;0,88;6,61;5,86;19,11
20200301;4,59;20,3;79,6;0,93;8,94;5,74;18,71
20200302;5,24;20,09;80,36;0,86;4,62;6,55;21,38
20200303;5,27;20,72;79,1;0,83;3,88;6,58;21,43
20200304;6,14;20,28;75,95;1,23;0,04;7,68;25,03
20200305;6,52;18,8;68,05;1,69;0;8,15;26,74
20200306;5,94;19,13;66,83;1,06;0,06;7,42;24,32
20200307;4,29;19,99;75,75;0,97;0,7;5,36;17,5
20200308;3,85;19,83;84,17;0,89;1,15;4,81;15,71
20200309;3,43;19,66;82,42;0,9;7,91;4,29;14,03
20200310;4,83;20,06;78,56;0,97;8,22;6,04;19,72
20200311;5,23;19,9;80,13;0,84;2,49;6,54;21,36
20200312;3,81;20,04;81,05;0,77;0,68;4,76;15,52
20200313;4,49;19,44;85,1;0,61;8,85;5,61;18,36
20200314;3,64;18,09;89,5;0,71;10,63;4,54;14,94
20200315;3,51;19,02;86,36;0,73;11,8;4,39;14,37
20200316;4,59;19,04;83,61;1,16;2,47;5,74;18,81
20200317;5,57;19,01;82,07;1,25;0,63;6,96;22,8
20200318;4,96;19,28;81,19;1,04;0,11;6,2;20,29
20200319;4,73;19,53;77;1,02;0,14;5,91;19,32
20200320;3,32;18,18;84,22;1,69;0,53;4,15;13,65
20200321;5,65;16,98;86,75;1,29;0,3;7,06;23,31
20200322;6,31;18,41;73,9;1,27;0,07;7,88;25,89
20200323;4,29;18,8;77,69;1,05;0,87;5,36;17,57
20200324;3,26;18,82;84,67;0,74;1,87;4,08;13,37
20200325;4,87;19,41;82,48;0,79;2,49;6,09;19,92
20200326;4,38;19;84,98;1,35;1,29;5,48;17,94
20200327;4,96;19,17;81,4;1,38;0,12;6,2;20,32
20200328;4,87;19,86;78,31;1,24;0,01;6,08;19,86
20200329;4,48;19,83;76,25;1,44;0,94;5,61;18,31
20200330;2,92;20,23;78,76;1,29;11,06;3,65;11,91
20200331;3,84;19,93;80,71;0,57;13,14;4,81;15,69
20200401;2,89;19,55;84,81;0,83;14,74;3,61;11,8
20200402;4,45;20,05;80,87;0,7;2,73;5,56;18,15
20200403;5,47;20,15;77,34;1,03;0,09;6,83;22,3
20200404;4,56;20,78;78,15;0,68;7,15;5,7;18,55
20200405;4,1;21,19;78,32;0,67;5,44;5,13;16,65
20200406;4,16;20,28;79,01;1,28;12,26;5,21;16,97
20200407;4,47;20,68;73,7;1,44;4,41;5,59;18,19
20200408;5,14;20,38;76,21;0,88;0,07;6,43;20,95
20200409;4,64;19,45;83,72;0,86;5,97;5,8;18,97
20200410;4,81;20,39;78,21;0,78;0,98;6,01;19,6
20200411;3,77;20,68;78,55;0,8;4,67;4,72;15,36
20200412;3,38;20,74;76,01;1,2;0,51;4,22;13,75
20200413;6,2;20,16;73,87;1,36;0,86;7,75;25,29
20200414;5,39;19,28;83,26;1,56;2,11;6,74;22,05
20200415;5,02;18,32;85,16;1,18;0,85;6,27;20,61
20200416;4,46;18,18;81,31;0,81;1,06;5,58;18,34
20200417;3,26;19,15;80,77;0,64;11,88;4,08;13,35
20200418;4,36;18,6;83,28;0,76;6,4;5,46;17,91
20200419;4,95;18,82;82,9;0,83;10,67;6,18;20,27
20200420;5,81;19,34;79,96;0,83;10,99;7,27;23,78
20200421;4,28;19,01;82,14;0,77;10,41;5,35;17,52
20200422;4,41;18,77;86,34;0,65;7,3;5,51;18,07
20200423;4,28;19,28;81,25;0,52;8,22;5,35;17,51
20200424;5,04;18,83;83,3;0,81;1,02;6,3;20,67
20200425;5;18,84;87,42;0,56;1,53;6,25;20,49
20200426;5,89;19,72;74,68;0,92;0,44;7,36;24,06
20200427;5,13;19,93;70,72;1,17;1,5;6,41;20,92
20200428;4,56;19,87;76,08;0,71;4,36;5,7;18,62
20200429;4,39;19,96;79,72;0,76;4,82;5,49;17,93
20200430;4,21;20,07;82,44;0,72;12,67;5,26;17,16
20200501;3,69;19,79;83,94;0,64;8,11;4,62;15,09
20200502;4,04;20,4;77,78;0,92;4,9;5,05;16,47
20200503;3,89;19,72;79,7;0,97;8,81;4,86;15,88
20200504;4,27;19,78;77,53;0,94;3,04;5,34;17,44
20200505;4,58;19,5;76,15;1,59;1,03;5,72;18,72
20200506;4,44;19,09;77,42;1,43;14,62;5,55;18,19
20200507;3,78;19,66;78,61;1,15;10,11;4,72;15,44
20200508;3,22;19,62;78,9;1,69;1,78;4,03;13,16
20200509;5,08;20,04;76,67;1,75;6,47;6,35;20,72
20200510;5,09;20,55;78,89;0,99;4,2;6,37;20,73
20200511;5,22;20,21;80,64;0,82;1,1;6,52;21,27
20200512;3,77;20,69;78,68;0,9;6,68;4,72;15,36
20200513;2,7;19,19;84,61;0,68;8,59;3,37;11,05
20200514;5,21;19,58;80,49;0,72;1,87;6,51;21,29
20200515;4,98;19,91;77,84;1,15;1,31;6,22;20,31
20200516;5,56;20,12;75,27;1,45;0,1;6,95;22,68
20200517;4,73;19,83;76,79;1,36;1,08;5,92;19,32
20200518;4,98;19,88;78,93;1,01;4,73;6,23;20,35
20200519;3,16;19,27;81,08;0,74;5,7;3,95;12,94
20200520;5,06;20,1;76,03;1,13;0,28;6,32;20,62
20200521;4,71;20,28;74,84;1,46;0,11;5,89;19,22
20200522;4,21;19,99;76,3;1,34;1,67;5,26;17,18
20200523;5,14;20,04;76,59;1,56;7,69;6,43;20,98
20200524;4,37;19,22;76,83;1,98;1,63;5,46;17,88
20200525;4,95;19,34;75,58;1,32;0,5;6,19;20,27
20200526;4,27;19,88;76,53;1,46;4,56;5,34;17,44
20200527;4,12;18,67;81,05;1,4;2,01;5,15;16,91
20200528;3,83;18,91;77,93;0,66;2,13;4,78;15,67
20200529;4,37;19,03;81,79;0,56;7,92;5,46;17,89
20200530;3,38;18,37;84,96;0,98;9,36;4,23;13,9
20200531;4,26;18,48;83,12;0,72;8,79;5,32;17,48
20200601;4,72;18,56;83,22;0,54;12,59;5,9;19,36
20200602;4,8;19,16;80,08;0,56;12,45;6;19,63
20200603;2,28;18,63;82,02;0,74;26,51;2,85;9,34
20200604;5,68;19,49;77,26;1,23;5,23;7,1;23,23
20200605;4,23;18,86;78,53;1,56;3,93;5,29;17,33
20200606;4,3;18,49;77,47;1,86;1,44;5,38;17,67
20200607;5,08;17,91;77,74;1,53;106,36;6,35;20,9
20200608;4,08;17,4;80,21;1,13;17,73;5,1;16,83
20200609;5,8;18;76;1,27;0,14;7,25;23,86
20200610;4,72;18,28;80,81;0,88;7,29;5,9;19,37
20200611;4,51;18;88,55;0,46;5,89;5,64;18,56
20200612;4,08;18,18;88,5;0,74;11,24;5,1;16,76
20200613;4,64;19,3;79,2;0,76;2,47;5,8;18,98
20200614;3,88;18;79,95;1,69;3,45;4,85;15,95
20200615;5,09;17,33;79,46;1,46;0,2;6,36;20,98
20200616;4,89;18,29;79,06;1,04;15,6;6,11;20,07
20200617;3,47;18,96;79,73;0,91;7,08;4,33;14,2
20200618;4,34;18,98;79,84;0,86;10,67;5,42;17,76
20200619;5,37;19,25;77,28;1,24;2,53;6,71;21,97
20200620;3,95;18,95;76,38;1,71;20,22;4,94;16,19
20200621;5,51;18,51;78,57;1,89;4,09;6,89;22,61
20200622;4,32;18,23;76,9;1,67;3,7;5,4;17,74
20200623;4,62;18,32;76,88;1,53;7,44;5,77;18,95
20200624;5,26;18,48;73,6;1,68;0,91;6,57;21,58
20200625;4,39;19,17;75,95;2,05;5,54;5,49;17,97
20200626;4,07;19,05;78,9;1,48;4,43;5,09;16,68
20200627;4,58;18,59;77,16;1,75;4,71;5,73;18,8
20200628;3,17;18,28;79,49;1,31;8,51;3,96;13,03
20200629;5,13;18,31;80;0,87;0,18;6,41;21,06
20200630;5,52;18,8;75,91;0,92;0,01;6,91;22,65
20200701;4,03;18,58;79,01;0,81;15,58;5,03;16,52
20200702;4,41;18,83;77,83;1,14;4,47;5,51;18,06
20200703;4,21;18,86;76,81;1,01;11,03;5,26;17,23
20200704;3,48;18,99;76,15;1,37;9,6;4,35;14,25
20200705;4,47;18,76;79,17;0,88;5,28;5,59;18,34
20200706;4,57;18,6;78,43;0,8;6,24;5,72;18,76
20200707;4,22;18,01;80,33;0,94;2,58;5,28;17,36
20200708;4,93;18,72;75,93;1,02;5,81;6,16;20,22
20200709;5,18;18,57;79,71;0,96;12,73;6,47;21,24
20200710;4,62;18,11;83,7;0,79;9,57;5,78;19
20200711;4,2;17,96;80,9;0,74;6,76;5,25;17,27
20200712;3,85;18,44;78,44;0,67;0,73;4,82;15,82
20200713;5,23;18,37;76,74;1,71;5,1;6,54;21,47
20200714;5,08;17,65;75,65;2,01;0,76;6,35;20,91
20200715;4,55;17,1;77,83;1,34;8,02;5,69;18,79
20200716;5,49;17,48;79;1,41;2,04;6,86;22,63
20200717;5,46;18,37;77,38;1,28;0,48;6,82;22,42
20200718;5,57;18,11;77,4;1,21;5,11;6,96;22,9
20200719;4,59;18,16;76,96;1,4;0,37;5,74;18,87
20200720;4,24;17,6;78,99;1,44;0,15;5,3;17,46
20200721;4,78;18,12;76,52;1,28;1,68;5,98;19,65
20200722;4,11;18,25;79,7;0,62;8,01;5,13;16,87
20200723;3,72;19,18;75,53;0,81;4,63;4,66;15,25
20200724;3,26;18,51;79,13;0,87;25,93;4,08;13,38
20200725;2,31;17,95;81,48;0,77;5,6;2,89;9,52
20200726;5,43;17,41;79,07;1,45;0,85;6,78;22,36
20200727;4,78;17,83;75,76;1,09;1,43;5,97;19,65
20200728;4,51;18,69;73,95;0,7;1,58;5,64;18,5
20200729;4,91;18,94;77,7;0,87;35,5;6,14;20,12
20200730;4,9;18,5;80,27;1,68;7,36;6,12;20,1
20200731;5,34;18,4;77,07;2;0,23;6,67;21,91
20200801;5,28;17,83;73,19;1,86;0,01;6,6;21,73
20200802;5,99;17,89;75,35;1,85;0;7,49;24,65
20200803;5,11;18,06;76,9;1,9;1,29;6,39;21
20200804;4,69;17,47;77,68;1,82;1,39;5,86;19,32
20200805;4,1;17,87;78,33;1,51;0,53;5,13;16,89
20200806;4,38;18,18;77,77;1,54;0,14;5,48;18,01
20200807;4,29;18,3;77,51;1,66;1,33;5,37;17,64
20200808;4,48;18,66;78;1,57;0,4;5,6;18,38
20200809;4,43;18,62;76,92;1,68;0,04;5,54;18,18
20200810;3,75;19,39;74,29;1,21;0,06;4,69;15,34
20200811;4,84;20,06;75,01;0,92;1,9;6,05;19,74
20200812;4,75;20,26;77,4;0,91;6,93;5,94;19,36
20200813;4,02;19,56;78,96;1,15;4,74;5,03;16,45
20200814;4,64;19,79;75,07;1,06;2,79;5,8;18,94
20200815;3,95;19,58;75,65;0,84;2,06;4,93;16,13
20200816;4,4;19,68;72,24;0,64;0,53;5,5;17,96
20200817;2,28;19,25;78,23;0,41;3,88;2,84;9,31
20200818;4,68;18,97;85,41;0,84;9,18;5,85;19,16
20200819;4,03;18,92;85,53;0,65;4,7;5,04;16,52
20200820;4,29;19,87;77,84;0,87;2,35;5,36;17,5
20200821;4,62;18,75;78,01;0,88;6;5,77;18,94
20200822;4,94;18,07;79,49;0,98;14,25;6,17;20,3
20200823;4,56;18,06;80,06;0,94;9,93;5,7;18,74
20200824;6,23;19,3;78,09;0,79;14,03;7,78;25,48
20200825;5,1;18,92;79,71;0,66;4,31;6,37;20,9
20200826;4,32;19,24;78,3;0,66;0,72;5,4;17,67
20200827;4,22;18,59;77,24;0,99;2,19;5,27;17,3
20200828;5,84;19,1;74,55;1,24;0,03;7,3;23,92
20200829;5,43;18,76;75;0,9;5,62;6,78;22,24
20200830;3,73;17,34;87,24;0,72;11,91;4,67;15,39
20200831;5,66;18,03;81,32;0,92;8,1;7,07;23,25
20200901;5,37;18,88;72,9;1,15;1,15;6,71;21,99
20200902;4,42;17,97;82,97;1;14,14;5,52;18,16
20200903;5,58;18,73;79,82;1,04;6,03;6,98;22,89
20200904;4,86;18,6;77,07;1,06;5,16;6,08;19,96
20200905;6,63;19,1;76,43;1,36;8,22;8,29;27,14
20200906;5,6;19,14;76,56;0,86;5,86;6,99;22,91
20200907;5,22;19,45;77,59;0,61;2,78;6,53;21,36
20200908;4,43;18,04;83,49;0,48;1,86;5,54;18,23
20200909;5,45;18,7;76,76;1,15;4,64;6,81;22,34
20200910;5,81;19,27;74,56;0,87;0,25;7,26;23,77
20200911;5,56;19,4;77,38;1;0,14;6,95;22,75
20200912;4,9;18,75;80,34;0,92;1,4;6,13;20,11
20200913;5,2;19,66;72,4;1,75;0,25;6,5;21,23
20200914;5,72;19,41;70,07;1,9;0,01;7,15;23,4
20200915;4,38;18,75;72,8;0,95;1,02;5,47;17,95
20200916;4,85;19,28;74,29;0,78;5,83;6,06;19,84
20200917;4,95;19,18;81,29;1,03;4,91;6,19;20,27
20200918;5,26;19,47;82,9;0,71;3,64;6,58;21,51
20200919;4,76;18,97;84,81;0,75;29,28;5,95;19,5
20200920;5,28;19,48;76,89;0,94;1,13;6,59;21,57
20200921;5,37;19,17;72,19;1,22;0,31;6,72;22
20200922;6,24;19,58;68,22;0,98;2;7,8;25,51
20200923;4,6;18,86;73,63;1,62;3,99;5,75;18,87
20200924;4,28;18,42;73;1,87;0,39;5,35;17,57
